APPCH:020,A,I18LZ,SS201,SF1,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18LZ,SS201,SS013,ZS,P,C,EE B, ,   ,TF, ,IPK,ZS,P,I,      ,    ,    ,    ,    ,+,01810,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18LZ,SS204,SS204,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18LZ,SS204,SS013,ZS,P,C,EE B, ,   ,TF, ,IPK,ZS,P,I,      ,    ,    ,    ,    ,+,01810,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18LZ, ,SS013,ZS,P,C,E  I, ,   ,IF, ,IPK,ZS,P,I,      ,0034,0122,    ,    ,J,01810,01810,11800, ,180,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18LZ, ,FF18L,ZS,P,C,E  F, ,   ,CF, ,IPK,ZS,P,I,      ,0033,0075,1830,0047,H,01810,01810,     , ,160,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I18LZ, ,RW18L,ZS,P,G,G  M, ,   ,CF, ,IPK,ZS,P,I,      ,0033,0019,1830,0055, ,00055,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18LZ, ,RW18L,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1826,0006,1830,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18LZ, ,SS205,ZS,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18RY,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18RY,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,0030,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18RY,CGT,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I18RY,CGT,CI1RY,ZS,P,C,EE B,R,   ,CF, ,IHQ,ZS,P,I,      ,0033,0103,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18RY,EKIMU,EKIMU,ZS,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18RY,EKIMU,D353J,ZS,P,C,EY  , ,   ,CF, ,SHA,ZS,D, ,      ,3530,0096,0870,0095, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18RY,EKIMU,CI1RY,ZS,P,C,EE B,R,   ,CF, ,IHQ,ZS,P,I,      ,0033,0103,1830,0020,+,01810,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18RY, ,CI1RY,ZS,P,C,E  I, ,   ,IF, ,IHQ,ZS,P,I,      ,0033,0103,    ,    ,J,01810,01810,11800, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18RY, ,FF18R,ZS,P,C,E  F, ,   ,CF, ,IHQ,ZS,P,I,      ,0033,0072,1830,0031,H,01810,01810,     , ,   ,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I18RY, ,RW18R,ZS,P,G,G  M, ,   ,CF, ,IHQ,ZS,P,I,      ,0033,0018,1830,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18RY, ,RW18R,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1989,0007,1830,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18RY, ,CGT,ZS,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18RZ,SS201,SS201,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18RZ,SS201,SF1,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I18RZ,SS201,SS033,ZS,P,C,EE B, ,   ,TF, ,IHQ,ZS,P,I,      ,    ,    ,    ,    ,+,01810,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,A,I18RZ,SS204,SS204,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I18RZ,SS204,SS033,ZS,P,C,EE B, ,   ,TF, ,IHQ,ZS,P,I,      ,    ,    ,    ,    ,+,01810,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18RZ, ,SS033,ZS,P,C,E  I, ,   ,IF, ,IHQ,ZS,P,I,      ,0033,0121,    ,    ,J,01810,01810,11800, ,180,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18RZ, ,FF18R,ZS,P,C,E  F, ,   ,CF, ,IHQ,ZS,P,I,      ,0033,0072,1830,0049,H,01810,01810,     , ,160,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I18RZ, ,RW18R,ZS,P,G,G  M, ,   ,CF, ,IHQ,ZS,P,I,      ,0033,0018,1830,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18RZ, ,RW18R,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1989,0007,1830,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18RZ, ,SS205,ZS,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LY,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LY,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,1830,0103, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36LY,CGT,D198G,ZS,P,C,EY  , ,   ,CF, ,JTN,ZS,D, ,      ,1980,0065,0930,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I36LY,CGT,CI3LY,ZS,P,C,EE B, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0102,0030,0020,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LY,D175K,D175K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LY,D175K,CI3LY,ZS,P,C,EE B, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0102,3470,0066,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LY,D192N,D192N,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:015,A,I36LY,D192N,D192N,ZS,P,C,E   , ,   ,FC, ,SHA,ZS,D, ,      ,1894,0203,0170,0058, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LY,D192N,CI3LY,ZS,P,C,EE B, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0102,0170,0040,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LY,D206K,D206K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LY,D206K,CI3LY,ZS,P,C,EE B, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0102,0450,0069,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36LY, ,CI3LY,ZS,P,C,E  I, ,   ,IF, ,ISH,ZS,P,I,      ,1833,0102,    ,    ,J,01970,01810,11800, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36LY, ,FF36L,ZS,P,C,E  F, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0072,0030,0030,H,01810,01810,     , ,   ,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I36LY, ,RW36L,ZS,P,G,G  M, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0018,0030,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36LY, ,RW36L,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1884,0022,0030,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36LY, ,CGT,ZS,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LZ,SF2,SF2,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LZ,SF2,SS043,ZS,P,C,EE B, ,   ,TF, ,ISH,ZS,P,I,      ,    ,    ,    ,    ,+,01970,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36LZ,SS405,SS405,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36LZ,SS405,SS043,ZS,P,C,EE B, ,   ,TF, ,ISH,ZS,P,I,      ,    ,    ,    ,    ,+,01970,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36LZ, ,SS043,ZS,P,C,E  I, ,   ,IF, ,ISH,ZS,P,I,      ,1834,0120,    ,    ,J,01970,01810,11800, ,180,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36LZ, ,FF36L,ZS,P,C,E  F, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0072,0030,0048,H,01810,01810,     , ,160,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I36LZ, ,RW36L,ZS,P,G,G  M, ,   ,CF, ,ISH,ZS,P,I,      ,1833,0018,0030,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36LZ, ,RW36L,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1884,0022,0030,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36LZ, ,SS205,ZS,P,C,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RY,CGT,CGT,ZS,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RY,CGT,CGT,ZS,D, ,V   , ,   ,FD, ,CGT,ZS,D, ,      ,0000,0000,1830,0103, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36RY,CGT,D197G,ZS,P,C,EY  , ,   ,CF, ,JTN,ZS,D, ,      ,1970,0065,0930,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I36RY,CGT,CI3RY,ZS,P,C,EE B, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0105,0030,0020,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RY,D175K,D175K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RY,D175K,CI3RY,ZS,P,C,EE B, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0105,3490,0063,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RY,D192N,D192N,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:015,A,I36RY,D192N,D192N,ZS,P,C,E   , ,   ,FC, ,SHA,ZS,D, ,      ,1894,0203,0180,0056, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RY,D192N,CI3RY,ZS,P,C,EE B, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0105,0180,0040,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RY,D206K,D206K,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,11800,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RY,D206K,CI3RY,ZS,P,C,EE B, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0105,0460,0068,+,01970,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36RY, ,CI3RY,ZS,P,C,E  I, ,   ,IF, ,IWB,ZS,P,I,      ,1833,0105,    ,    ,J,01970,01810,11800, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36RY, ,FF36R,ZS,P,C,E  F, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0074,0030,0031,H,01810,01810,     , ,   ,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I36RY, ,RW36R,ZS,P,G,G  M, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0019,0030,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36RY, ,RW36R,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1832,0023,0030,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36RY, ,CGT,ZS,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RZ,SF2,SF2,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RZ,SF2,SS023,ZS,P,C,EE B, ,   ,TF, ,IWB,ZS,P,I,      ,    ,    ,    ,    ,+,01970,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36RZ,SS405,SS405,ZS,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,11800,-,210,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36RZ,SS405,SS023,ZS,P,C,EE B, ,   ,TF, ,IWB,ZS,P,I,      ,    ,    ,    ,    ,+,01970,     ,     , ,180,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36RZ, ,SS023,ZS,P,C,E  I, ,   ,IF, ,IWB,ZS,P,I,      ,1833,0120,    ,    ,J,01970,01810,11800, ,180,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36RZ, ,FF36R,ZS,P,C,E  F, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0074,0030,0046,H,01810,01810,     , ,160,-300,   ,SHA,ZS,D, , ,0,D,S;
APPCH:030,I,I36RZ, ,RW36R,ZS,P,G,G  M, ,   ,CF, ,IWB,ZS,P,I,      ,1833,0019,0030,0054, ,00058,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36RZ, ,RW36R,ZS,P,G,G M , ,   ,FA, ,SHA,ZS,D, ,      ,1832,0023,0030,    ,+,00990,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36RZ, ,SS205,ZS,P,C,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02960,     ,     ,-,210,    ,   , , , , , ,0,D,S;
RWY:RW18L,     ,      ,00006, ,IPK ,1,   ;N31124429,E121200781,0328;
RWY:RW18R,     ,      ,00009, ,IHQ ,1,   ;N31123730,E121195438,0984;
RWY:RW36L,     ,      ,00009, ,ISH ,1,   ;N31110967,E121195912,0984;
RWY:RW36R,     ,      ,00009, ,IWB ,1,   ;N31110050,E121201342,0328;
